slug,title,description,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients,ingredient_count,steps,step_count,allergens,tags,tipNote,servingSuggestion
naneli-limonata,Naneli Limonata,"Taze limon, nane ve şekerle hazırlanan ev yapımı ferah limonata.",ICECEK,tr,EASY,15,0,15,6,110,Limon 6 adet | Şeker 1 su bardağı | Su 1.5 litre | Taze nane 10 yaprak | Buz 2 su bardağı,5,"1. Limon kabuklarını rendeleyin ve şekerle 2 dakika ovun. || 2. Limonların suyunu sıkın. || 3. Şekerli kabuk, limon suyu, su ve naneyi karıştırın. || 4. Karışımı süzüp buzla servis edin.",4,,"vegan,alkolsuz,yaz-tarifi,vejetaryen",Limon kabuğunu beyaz kısmına inmeden rendeleyin; beyaz kısım acılık verir.,Bol buz ve taze nane yapraklarıyla servis edin.
negroni,Negroni,"Cin, Campari ve tatlı vermutun eşit ölçüyle karıştırıldığı İtalyan aperitif kokteyli.",KOKTEYL,it,EASY,5,0,5,1,190,Cin 30 ml | Campari 30 ml | Tatlı vermut 30 ml | Buz 6 adet | Portakal kabuğu 1 parça,5,"1. Karıştırma bardağına cin, Campari, vermut ve buzu alın. || 2. 20 saniye bar kaşığıyla karıştırın. || 3. Buzlu kısa bardağa süzün ve portakal kabuğuyla servis edin.",3,,"alkollu,30-dakika-alti,pratik,vejetaryen,vegan",Kokteyli bol buzla 20 saniye karıştırın; içki soğur ama fazla sulanmaz.,Portakal kabuğu ile servis edin.
negroni-sbagliato,Negroni Sbagliato,Milano aperitivo saatinin köpüklü hatası; cin yerine prosecco ile daha hafif ve parlak içer.,KOKTEYL,tr,EASY,4,0,4,1,180,Kampari 30 ml | Tatlı vermut 30 ml | Prosecco 60 ml | Buz 1 su bardağı | Portakal 1 dilim,5,1. Buz dolu bardağa kampari ve vermutu koyun. || 2. Proseccoyu ekleyip tek tur karıştırın. || 3. Portakal dilimiyle servis edin.,3,,"alkollu,30-dakika-alti,vejetaryen,vegan",Proseccoyu son ekleyin ve tek tur karıştırın; kabarcıklar korunur.,Portakal dilimiyle servis edin.
nevzine-tatlisi,Nevzine Tatlısı,"Kayseri nevzine tatlısı, tahinli hamur ve cevizli dokusunu pekmezli şerbetle tamamlayan yerel bir tepsi tatlısıdır.",TATLI,tr,MEDIUM,25,35,60,10,322,Un 400 gr — Hamur için | Tahin 3 yemek kaşığı — Hamur için | Ceviz 1 su bardağı — Hamur için | Tereyağı 120 gr — Hamur için | Su 1.5 su bardağı — Şerbet için | Şeker 1 su bardağı — Şerbet için | Üzüm pekmezi 0.5 su bardağı — Şerbet için,7,"1. Un, tahin, ceviz ve tereyağıyla hamuru hazırlayıp tepsiye bastırın. || 2. Tatlıyı 180°C fırında 30 dakika pişirin. || 3. Su, şeker ve pekmezle hazırladığınız şerbeti tatlıya döküp dinlendirin.",3,"GLUTEN,SUT,KUSUYEMIS,SUSAM","misafir-sofrasi,vejetaryen","Şerbeti ılık, tatlıyı ilk sıcağı çıkmış halde buluşturmak dokuyu daha dengeli kılar.",Üzerine ceviz serperek servis edin.
nicoise-salatasi,Niçoise Salatası,"Ton balığı, yumurta, patates ve yeşil fasulyeyle hazırlanan Fransız salatası.",SALATA,fr,MEDIUM,25,20,45,4,310,Ton balığı 200 gr | Yumurta 3 adet | Patates 3 adet | Yeşil fasulye 200 gr | Siyah zeytin 0.5 su bardağı | Hardal 1 tatlı kaşığı,6,"1. Yumurta, patates ve fasulyeyi ayrı ayrı haşlayın. || 2. Haşlanan malzemeleri doğrayıp tabağa yerleştirin. || 3. Ton balığı, zeytin ve hardallı sos ekleyin.",3,"DENIZ_URUNLERI,YUMURTA,HARDAL","yuksek-protein,misafir-sofrasi",Patates ve fasulyeyi ayrı haşlayın; ikisi farklı sürede yumuşar.,Zeytinyağlı hardal sosla servis edin.
nikujaga,Nikujaga,"Japon nikujaga, ince dana eti ve patatesi soya soslu hafif tatlı suda yumuşak pişirir.",YEMEK,jp,EASY,20,35,55,4,350,Dana eti 400 gr | Patates 4 adet | Soğan 1 adet | Soya sosu 4 yemek kaşığı,4,1. Dana eti ve soğanı 5 dakika kavurun. || 2. Patates ve soya soslu suyu ekleyin. || 3. Kısık ateşte 30 dakika pişirin.,3,SOYA,tek-tencere,,
nohut-salatasi,Nohut Salatası,"Haşlanmış nohut, taze sebze ve limonlu sosla hazırlanan doyurucu salata.",SALATA,tr,EASY,15,0,15,4,240,Haşlanmış nohut 2 su bardağı | Salatalık 2 adet | Domates 2 adet | Kırmızı soğan 1 adet | Maydanoz 0.5 demet | Limon suyu 3 yemek kaşığı | Zeytinyağı 3 yemek kaşığı,7,"1. Sebzeleri küçük küpler halinde doğrayın. || 2. Nohut, sebze, maydanoz, limon suyu ve zeytinyağını karıştırın. || 3. Salatayı 10 dakika dinlendirip servis edin.",3,,"vegan,pratik,vejetaryen",Nohutları sosla karıştırdıktan sonra 10 dakika bekletin; limon aroması içine işler.,Izgara sebze yanında servis edin.
nohut-unlu-protein-krep,Nohut Unlu Protein Krep,"Nohut unlu protein krep, klasik una alternatif olarak bakliyat tabanı kullanan tuzlu bir kahvaltı tarifidir.",KAHVALTI,tr,EASY,10,10,20,4,188,Nohut unu 1 su bardağı | Yumurta 2 adet | Yoğurt 150 gr | Su 120 ml,4,1. Tüm malzemeyi pürüzsüz olana kadar çırpın. || 2. Hamuru 5 dakika dinlendirin. || 3. Krepleri tavada iki yüz pişirip yoğurtla servis edin.,3,"SUT,YUMURTA","yuksek-protein,vejetaryen,30-dakika-alti",Hamuru 5 dakika dinlendirmek nohut ununun sıvıyı çekmesini sağlar.,Yanına yoğurt koyarak sıcak servis edin.
nohutlu-ispanak,Nohutlu Ispanak,Ispanak ve haşlanmış nohutun salçalı sosla birleştiği besleyici tencere yemeği.,YEMEK,tr,EASY,15,25,40,4,300,Ispanak 700 gr | Haşlanmış nohut 1.5 su bardağı | Soğan 1 adet | Domates salçası 1 yemek kaşığı | Zeytinyağı 3 yemek kaşığı | Sıcak su 1 su bardağı | Tuz 1 çay kaşığı,7,"1. Soğanı zeytinyağında 4 dakika kavurun, salçayı ekleyin. || 2. Nohut ve sıcak suyu ekleyip 10 dakika pişirin. || 3. Doğranmış ıspanak ve tuzu ekleyip 8-10 dakika daha pişirin.",3,,"vegan,tek-tencere,butce-dostu,vejetaryen",Ispanağı tencereye ekledikten sonra kısa sürede pişirin; rengi koyulaşmadan yemeği tamamlayın.,Yoğurtla servis edin.
nohutlu-pazi,Nohutlu Pazı,"Pazı yapraklarının nohutla buluştuğu bu yumuşak tencere yemeği, hafif ama tok bir ev klasiğidir.",YEMEK,tr,EASY,15,25,40,4,210,Pazı 500 gr | Haşlanmış nohut 350 gr | Soğan 1 adet | Zeytinyağı 2 yemek kaşığı,4,1. Soğanı yağda 5 dakika kavurun. || 2. Nohut ve 100 ml sıcak su ekleyip 10 dakika pişirin. || 3. Pazıyı ilave edip 8 dakika daha pişirin.,3,,"tek-tencere,vejetaryen,vegan",Pazıyı son bölümde ekleyin; uzun pişen yaprak tadını kaybeder.,Sarımsaklı yoğurtla servis edin.
nohutlu-topalak,Nohutlu Topalak,"İç Anadolu topalak çorbası bulgur köfteleri, nohut ve salçalı suyla doyurucu bir tencere kurar.",CORBA,tr,MEDIUM,40,35,75,6,350,İnce bulgur 2 su bardağı | Nohut 1 su bardağı | Un 3 yemek kaşığı | Domates salçası 1 yemek kaşığı,4,1. Bulgur ve unla küçük köfteler hazırlayın. || 2. Salçalı suyu kaynatıp nohutları ekleyin. || 3. Köfteleri tencereye alıp 25 dakika pişirin.,3,GLUTEN,"butce-dostu,vejetaryen,vegan",,
nom-hoa-chuoi,Nom Hoa Chuoi,"Vietnam muz çiçeği salatası, taze otlar ve yer fıstığıyla gevrek, ekşi ve ferah bir tabak verir.",SALATA,tr,MEDIUM,30,0,30,4,160,Muz çiçeği 400 gr | Havuç 1 adet | Yer fıstığı 80 gr | Soya sosu 1 yemek kaşığı,4,1. Muz çiçeğini ince doğrayıp limonlu suda 15 dakika bekletin. || 2. Havuç ve otlarla karıştırın. || 3. Yer fıstığı ve soya soslu sosla servis edin.,3,"YER_FISTIGI,SOYA","vegan,yaz-tarifi,vejetaryen",,
nom-yen,Nom Yen,"Tay pembe süt içeceği nom yen, sala şurubu ve sütün birleştiği nostaljik bir yaz klasiğidir.",ICECEK,th,EASY,5,0,5,2,165,Süt 400 ml | Sala şurubu 2 yemek kaşığı | Yoğunlaştırılmış süt 2 yemek kaşığı | Buz 1 su bardağı,4,"1. Süt, sala şurubu ve yoğunlaştırılmış sütü karıştırın. || 2. Karışımı buzla birlikte kısa süre blenderdan geçirin. || 3. Hemen bardaklara alıp servis edin.",3,SUT,"pratik,yaz-tarifi,cocuk-dostu,vejetaryen",Sala şurubunu az ekleyin; parlak rengi alması için çok miktar gerekmiyor.,Bol buzla saydam bardakta servis edin.
nuoc-cham,Nuoc Cham,"Vietnam nuoc cham sosu, lime, şeker ve balık sosuyla taze sarma ve noodle kaselerini parlatır.",SOS,vn,EASY,8,0,8,6,35,Balık sosu 60 ml | Lime suyu 60 ml | Şeker 40 gr | Sarımsak 2 diş,4,1. Şekeri 80 ml ılık suda eritin. || 2. Balık sosu ve lime suyunu ekleyin. || 3. Sarımsak ve biberi ince kıyıp sosa karıştırın.,3,DENIZ_URUNLERI,30-dakika-alti,Şekeri önce ılık suda eritin; tanecik kalırsa denge değişir.,"Goi cuon, bun cha veya ızgara tavuk yanında küçük kaselerde servis edin."
nyponsoppa,Nyponsoppa,"İsveç kuşburnu çorbası nyponsoppa, içecek ile hafif tatlı arasında duran sıcak-soğuk servis edilebilen bir kasedir.",ICECEK,se,EASY,10,15,25,4,112,Kuşburnu püresi 2 su bardağı | Su 3 su bardağı | Şeker 0.5 su bardağı | Nişasta 1 yemek kaşığı,4,"1. Kuşburnu püresi, su ve şekeri 10 dakika kaynatın. || 2. Nişastayı az suyla açıp tencereye ekleyin. || 3. 1 dakika koyulaştırıp servis edin.",3,GLUTEN,"alkolsuz,yaz-tarifi,vejetaryen,vegan",Kuşburnu pürüzsüz olsun diye süzme aşamasını atlamayın; çekirdek parçaları dokuyu bozar.,"İster ılık ister soğuk, küçük kaselerde servis edin."
ojja-merguez,Ojja Merguez,"Tunus ojja yemeği, acılı domates sosunda merguez ve yumurtayı hızlı bir tavada buluşturur.",KAHVALTI,ma,EASY,15,20,35,4,390,Dana merguez sucuk 300 gr | Domates 4 adet | Yumurta 4 adet | Harissa 1 yemek kaşığı,4,1. Sucukları tavada 6 dakika pişirin. || 2. Domates ve harissayı ekleyip 10 dakika kaynatın. || 3. Yumurtaları kırıp 4 dakika pişirin.,3,YUMURTA,yuksek-protein,Yumurtaları kırdıktan sonra kapağı kapatıp düşük ateşte pişirin; akı donarken sarısı kremamsı kalır.,Sıcak ekmek ile tabaktan yiyerek servis edin.
okonomiyaki,Okonomiyaki,"Osaka'nın lahana ağırlıklı tuzlu pankeki, sos ve palamut rendesiyle sokak yemeği karakteri taşır.",APERATIF,jp,MEDIUM,20,18,38,4,370,Lahana 3 su bardağı | Un 1 su bardağı | Yumurta 2 adet | Soya sosu 2 yemek kaşığı | Palamut rendesi 2 yemek kaşığı,5,"1. Lahana, un, yumurta ve suyu karıştırın. || 2. Karışımı tavaya yayıp 7 dakika pişirin. || 3. Çevirip diğer yüzünü 6 dakika pişirin. || 4. Soya sosu ve palamut rendesiyle servis edin.",4,"GLUTEN,YUMURTA,SOYA,DENIZ_URUNLERI",misafir-sofrasi,Lahanayı ince kıyın; pankek tavada eşit kalınlıkta pişer.,Üzerine sos ve taze soğan ekleyin.
okroshka,Okroshka,"Rus soğuk çorbası okroshka, patates, salatalık, yumurta ve kefirle yaz için ferah bir kase olur.",CORBA,tr,EASY,25,20,45,4,170,Patates 3 adet | Yumurta 3 adet | Salatalık 2 adet | Kefir 800 ml,4,1. Patates ve yumurtayı 20 dakika haşlayın. || 2. Malzemeleri küçük küp doğrayın. || 3. Kefirle karıştırıp soğuk servis edin.,3,"SUT,YUMURTA","yaz-tarifi,vejetaryen",,
oladi,Oladi,"Rus minik pankekleri oladi, kefirli hamuruyla kalın ve yumuşak bir kahvaltı lokması verir.",KAHVALTI,ru,EASY,10,15,25,4,236,Kefir 1 su bardağı | Un 1.5 su bardağı | Yumurta 1 adet | Şeker 1 yemek kaşığı,4,"1. Kefir, yumurta ve şekeri çırpın. || 2. Unu ekleyip karıştırın. || 3. Hamurdan kaşıkla tavaya döküp iki yüzünü 6-7 dakika pişirin.",3,"GLUTEN,SUT,YUMURTA","vejetaryen,cocuk-dostu",Hamuru fazla çırpmayın; hafif pütürlü kalırsa oladi daha kabarık olur.,Yanına ekşi krema ve reçel koyarak servis edin.
old-fashioned,Old Fashioned,"Burbon, şeker ve bitterle hazırlanan güçlü klasik kokteyl.",KOKTEYL,tr,EASY,5,0,5,1,175,Burbon viski 60 ml | Kesme şeker 1 adet | Angostura bitter 3 damla | Buz 1 büyük küp | Portakal kabuğu 1 parça,5,1. Şeker ve bitteri bardakta ezin. || 2. Buz ve viskiyi ekleyin. || 3. Kokteyli 20 saniye karıştırıp portakal kabuğu ekleyin.,3,,"alkollu,misafir-sofrasi,vejetaryen,vegan",Buz eklemeden önce şekerin bitterle çözünmesini sağlayın; tat dengeli olur.,Portakal kabuğu ile servis edin.
oliang-kahvesi,Oliang Kahvesi,"Tayland sokaklarında buzla servis edilen oliang, koyu kahvenin hafif baharatlı ve tatlı bir yorumu olarak içilir.",ICECEK,th,EASY,5,5,10,2,75,Koyu demlenmiş kahve 300 ml | Şeker 2 yemek kaşığı | Buz 1 su bardağı,3,1. Kahveyi demleyip şekeri içinde çözün. || 2. Kahveyi 5 dakika soğutun. || 3. Buz dolu bardaklara paylaştırıp servis edin.,3,,"pratik,yaz-tarifi,30-dakika-alti,vejetaryen,vegan",Kahveyi kuvvetli demleyin; buz eriyince tadı hâlâ belirgin kalmalı.,Uzun bardakta bol buz ve 1 yemek kaşığı yoğunlaştırılmış sütle servis edin.
olivier-salatasi,Olivier Salatası,"Rus Olivier salatası patates, bezelye, havuç ve mayonezle soğuk sofraların doyurucu klasiğidir.",SALATA,ru,EASY,25,20,45,6,260,Patates 4 adet | Havuç 2 adet | Bezelye 1 su bardağı | Mayonez 5 yemek kaşığı,4,1. Patates ve havucu 20 dakika haşlayın. || 2. Sebzeleri küp doğrayın. || 3. Bezelye ve mayonezle karıştırıp soğutun.,3,YUMURTA,"misafir-sofrasi,vejetaryen",,
omurice,Omurice,"Japon omurice, domatesli tavuklu pilavın yumuşak omletle sarıldığı ev tipi bir tabaktır.",KAHVALTI,jp,MEDIUM,20,20,40,2,520,Pişmiş pirinç 2 kase | Tavuk göğsü 200 gr | Yumurta 4 adet | Ketçap 3 yemek kaşığı,4,1. Tavuk ve pirinci ketçapla 8 dakika kavurun. || 2. Yumurtaları çırpıp yumuşak omlet pişirin. || 3. Pilavı omletle sarıp servis edin.,3,YUMURTA,cocuk-dostu,,
onigiri,Onigiri,Japonların pratik pirinç üçgeni; ton balığı dolgusu ve nori sarımıyla öğün arası taşınır.,ATISTIRMALIK,jp,EASY,20,18,38,4,210,Japon pirinci 2 su bardağı | Ton balığı 160 gr | Mayonez 2 yemek kaşığı | Nori 4 şerit | Tuz 0.5 çay kaşığı,5,1. Pirinci 18 dakika pişirip 10 dakika dinlendirin. || 2. Ton balığı ve mayonezi karıştırın. || 3. Pirincin ortasına dolgu koyup üçgen şekli verin. || 4. Nori şeridiyle sarın.,4,"DENIZ_URUNLERI,YUMURTA",pratik,Ellerinizi tuzlu suyla ıslatın; pirinç yapışmadan şekil alır.,Nori yumuşamadan servis edin.
oralet,Oralet,Portakal tozuyla hazırlanan nostaljik sıcak içecek.,ICECEK,tr,EASY,2,3,5,1,80,Oralet tozu 2 yemek kaşığı | Sıcak su 200 ml,2,1. Sıcak suya oralet tozunu ekleyip karıştırın.,1,,"pratik,30-dakika-alti,cocuk-dostu,kis-tarifi,vejetaryen,vegan",,
ordu-pancar-corbasi,Ordu Pancar Çorbası,"Ordu pancar çorbası, kara lahana, mısır yarması ve fasulyeyle Karadeniz'in koyu yeşil kasesidir.",CORBA,tr,MEDIUM,25,55,80,6,230,Kara lahana 500 gr | Mısır yarması 1 su bardağı | Haşlanmış fasulye 1 su bardağı | Soğan 1 adet,4,1. Mısır yarmasını 30 dakika haşlayın. || 2. Kara lahana ve fasulyeyi ekleyin. || 3. Çorbayı 25 dakika daha pişirin.,3,,"vegan,tek-tencere,vejetaryen",Kara lahanayı ince doğrayın; kalın yapraklar geç yumuşar.,Mısır ekmeği ve acı biber turşusuyla servis edin.
orman-kebabi,Orman Kebabı,"Kuşbaşı etin bezelye, havuç ve patatesle tencerede ağır ağır piştiği doyurucu yemek.",YEMEK,tr,MEDIUM,20,70,90,5,430,Dana kuşbaşı 600 gr | Soğan 1 adet | Patates 2 adet | Havuç 2 adet | Bezelye 1 su bardağı | Domates salçası 1 yemek kaşığı | Zeytinyağı 3 yemek kaşığı | Sıcak su 2.5 su bardağı | Tuz 1 tatlı kaşığı,9,"1. Eti zeytinyağında yüksek ateşte 7 dakika mühürleyin. || 2. Soğan ve salçayı ekleyip 4 dakika kavurun. || 3. Sebzeler, sıcak su ve tuzu ekleyip kısık ateşte 55-60 dakika pişirin.",3,,"tek-tencere,misafir-sofrasi",Eti sebzelerden önce mühürleyin; et suyu yemeğin içinde kalır ve sos daha yoğun olur.,Yanında sade pilavla servis edin.
orman-meyveli-kefir-smoothie,Orman Meyveli Kefir Smoothie,"Kefirli orman meyveli smoothie, ekşi süt tadını donuk meyvelerle tok tutan bir içeceğe çevirir.",ICECEK,tr,EASY,6,0,6,2,185,Kefir 300 ml | Donuk orman meyvesi 200 gr | Muz 1 adet | Yulaf 3 yemek kaşığı,4,"1. Kefir, meyve, muz ve yulafı blendera alın. || 2. Karışımı 50 saniye çekin. || 3. Kıvam koyuysa 2 yemek kaşığı kefir ekleyin.",3,"SUT,GLUTEN","alkolsuz,30-dakika-alti,vejetaryen",Donuk meyveyi çözdürmeden kullanın; smoothie buz eklemeden koyu kalır.,Üzerine yulaf ve birkaç böğürtlen ekleyerek kasede servis edin.
orman-meyveli-protein-shake,Orman Meyveli Protein Shake,"Antrenman sonrası için yoğurt, orman meyvesi ve protein tozuyla yoğun bir shake.",ICECEK,cn,EASY,5,0,5,2,260,Orman meyvesi 200 gr | Yoğurt 250 gr | Süt 250 ml | Protein tozu 30 gr | Bal 1 tatlı kaşığı,5,"1. Süt, yoğurt, meyve ve protein tozunu blendera alın. || 2. 60 saniye karıştırın. || 3. Bardaklara paylaştırıp servis edin.",3,SUT,"yuksek-protein,30-dakika-alti,vejetaryen",Protein tozunu sıvıların arasına ekleyin; blenderda topak kalmaz.,Soğuk bardakta servis edin.
osso-buco,Osso Buco,"Milano usulü kemikli dana incik, sebze ve domatesle ağır ateşte pişen gösterişli bir ana yemek.",YEMEK,it,HARD,25,120,145,4,470,Dana incik 4 dilim | Un 3 yemek kaşığı | Tereyağı 40 gr | Soğan 1 adet | Havuç 1 adet | Kereviz sapı 1 adet | Domates püresi 1.5 su bardağı,7,"1. İncikleri una bulayıp tereyağında iki yüzünü 6 dakika kızartın. || 2. Soğan, havuç ve kereviz sapını ekleyip 8 dakika kavurun. || 3. Domates püresini ekleyin ve kapağı kapatın. || 4. Kısık ateşte 2 saat pişirin.",4,"GLUTEN,SUT,KEREVIZ","misafir-sofrasi,yuksek-protein",İnciği unladıktan sonra kızartın; bu adım sosun gövdeli olmasını sağlar.,Risotto veya sade pilavla servis edin.
oyakodon,Oyakodon,"Japon tavuklu yumurtalı pirinç kasesi, dashi ve soya sosunda kısa pişen yumuşak bir yemektir.",YEMEK,jp,EASY,15,15,30,2,430,Pişmiş pirinç 2 kase | Tavuk but 300 gr | Yumurta 3 adet | Soya sosu 2 yemek kaşığı,4,1. Tavuk ve soğanı soya soslu suda 8 dakika pişirin. || 2. Çırpılmış yumurtayı ekleyip 3 dakika kapağı kapalı pişirin. || 3. Karışımı pirinç üzerine alın.,3,"YUMURTA,SOYA",30-dakika-alti,,
pacanga-boregi,Paçanga Böreği,"Pastırma, kaşar ve biberle doldurulan çıtır kızarmış yufka böreği.",APERATIF,tr,EASY,15,10,25,4,420,Yufka 3 adet | Pastırma 150 gr | Kaşar peyniri 200 gr | Yeşil biber 2 adet | Domates 1 adet | Sıvı yağ 1.5 su bardağı,6,"1. Pastırma, biber ve domatesi küçük doğrayın. || 2. Harç malzemelerini tavada 3 dakika çevirip soğutun. || 3. Yufkaları üçgenlere kesin, harç ve kaşar koyup sarın. || 4. Börekleri kızgın yağda her yüzü altın rengi olana kadar kızartın.",4,"GLUTEN,SUT","30-dakika-alti,misafir-sofrasi",İç harcı yufkaya koymadan önce soğutun; sıcak harç yufkayı yırtar.,
pad-krapow,Pad Krapow,"Bangkok öğlelerinin yıldızı; kutsal fesleğen, acı biber ve et wokta dakikalar içinde birleşir.",YEMEK,th,EASY,10,10,20,3,470,Dana kıyma 500 gr | Tay fesleğeni 1 demet | Soya sosu 2 yemek kaşığı | Acı biber 3 adet | Yumurta 3 adet,5,1. Dana kıymayı kızgın tavada 5 dakika kavurun. || 2. Acı biber ve soya sosunu ekleyip 3 dakika çevirin. || 3. Fesleğeni ekleyin; ayrı tavada yumurtaları pişirip üzerine koyun.,3,"SOYA,YUMURTA","30-dakika-alti,yuksek-protein",Tavayı yüksek ateşte ısıtın; et suyunu salmadan kavrulur.,Üzerine sahanda yumurta ve yanında jasmin pilavıyla servis edin.
pad-see-ew,Pad See Ew,"Tay sokak woklarından kalın pirinç eriştesi, koyu soya sosu ve brokoliyle dumanlı pişer.",YEMEK,th,MEDIUM,20,15,35,4,510,Pirinç eriştesi 350 gr | Tavuk göğsü 300 gr | Yumurta 2 adet | Koyu soya sosu 3 yemek kaşığı | İstiridye sosu 2 yemek kaşığı | Brokoli 2 su bardağı,6,"1. Erişteyi sıcak suda 8 dakika yumuşatın. || 2. Tavuğu wokta 5 dakika pişirin. || 3. Yumurta, brokoli ve erişteyi ekleyin. || 4. Soslarla 4 dakika yüksek ateşte çevirin.",4,"SOYA,YUMURTA,DENIZ_URUNLERI",yuksek-protein,Woku yüksek ateşte ısıtın; erişte sosu çekmeden önce kızarmış aroma alır.,Lime ve pul biberle servis edin.
pad-thai,Pad Thai,"Pirinç noodle, karides, yumurta ve yer fıstığıyla yapılan Tayland klasiği.",YEMEK,th,MEDIUM,25,15,40,4,510,Pirinç noodle 250 gr | Karides 300 gr | Yumurta 2 adet | Soya sosu 3 yemek kaşığı | Balık sosu 2 yemek kaşığı | Esmer şeker 1 yemek kaşığı | Yer fıstığı 0.5 su bardağı | Taze soğan 3 dal,8,"1. Noodleları sıcak suda 8 dakika bekletip süzün. || 2. Karidesleri tavada 3-4 dakika pişirip kenara alın. || 3. Yumurtaları tavada pişirip noodle, soslar, şeker ve karidesle karıştırın. || 4. Yer fıstığı ve taze soğan ekleyip 2 dakika çevirin.",4,"DENIZ_URUNLERI,YUMURTA,YER_FISTIGI,SOYA","yuksek-protein,misafir-sofrasi",Noodleları sıcak suda yumuşatıp süzün; tavada fazla pişerse kırılır.,Misket limonu ve taze kişnişle servis edin.
pakora,Pakora,"Hint pakorası, sebzelerin nohut unlu baharatlı kaplamayla çıtır kızarmış halidir.",APERATIF,in,EASY,20,15,35,5,220,Nohut unu 180 gr | Soğan 2 adet | Patates 2 adet | Kimyon 1 tatlı kaşığı,4,"1. Nohut unu, baharat ve suyla koyu harç yapın. || 2. Sebzeleri harca karıştırın. || 3. Kaşıkla yağa bırakıp 12-15 dakika kızartın.",3,,"vegan,vejetaryen",,Nane-yoğurt sosu ile sıcak servis edin.
