slug,title,description,type,cuisine,difficulty,prep_minutes,cook_minutes,total_minutes,serving_count,average_calories,ingredients,ingredient_count,steps,step_count,allergens,tags,tipNote,servingSuggestion
har-gow,Har Gow,"Kanton dim sum klasiği har gow, yarı saydam hamur içinde karidesli iç harçla buharda pişer.",APERATIF,cn,HARD,50,10,60,6,200,Karides 400 gr | Buğday nişastası 180 gr | Tapyoka nişastası 80 gr | Susam yağı 1 yemek kaşığı | Soya sosu 2 yemek kaşığı,5,1. Nişastaları sıcak suyla yoğurup hamur yapın. || 2. Karidesi soya sosu ve susam yağıyla karıştırın. || 3. Mantıları doldurup buharda 8-10 dakika pişirin.,3,"GLUTEN,SOYA,DENIZ_URUNLERI,SUSAM",misafir-sofrasi,,
hardalli-artsoppa,Hardallı Ärtsoppa,"Sarı bezelye ve et suyuyla pişen Ärtsoppa, İskandinav kış masalarında ağırlaşmadan doyuran klasik bir çorbadır.",CORBA,se,MEDIUM,15,75,90,6,260,Sarı bezelye 300 gr | Et suyu 1.5 litre | Soğan 1 adet | Defne yaprağı 1 adet,4,1. Islatılmış bezelyeyi et suyu ve soğanla tencereye alın. || 2. Kısık ateşte 70 dakika pişirin. || 3. Kıvamı koyulaşınca defneyi çıkarıp servis edin.,3,,tek-tencere,Bezelyeyi önceden ıslatmak hem pişme süresini kısaltır hem kabukların yumuşamasını sağlar.,Üstüne tane hardal ekleyip sıcak servis edin.
harira,Harira,"Fas ramazan sofralarının mercimekli, nohutlu ve domatesli çorbası; tarçın ve zencefil kokusu taşır.",CORBA,tr,MEDIUM,20,55,75,6,270,Nohut 1 su bardağı | Yeşil mercimek 1 su bardağı | Domates püresi 400 ml | Un 2 yemek kaşığı | Zencefil 1 çay kaşığı,5,"1. Nohut ve mercimeği 40 dakika haşlayın. || 2. Domates püresi ve baharatları ekleyip 10 dakika kaynatın. || 3. Unu suyla açıp çorbaya ekleyin, 5 dakika çırparak pişirin.",3,GLUTEN,"vejetaryen,kis-tarifi,vegan",Unlu terbiyeyi çorbaya ince akıtın ve çırpın; kıvam pürüzsüz olur.,Hurma ve limon dilimiyle servis edin.
harissa-yogurt-sos,Harissa Yoğurt Sos,"Harissa yoğurt sos, Kuzey Afrika biber ezmesini yoğurtla yumuşatıp hızlı bir dip yapar.",SOS,ma,EASY,6,0,6,4,70,Süzme yoğurt 250 gr | Harissa 1 yemek kaşığı | Limon suyu 1 yemek kaşığı | Zeytinyağı 1 yemek kaşığı,4,"1. Yoğurt, harissa ve limon suyunu çırpın. || 2. Zeytinyağını ekleyip karıştırın. || 3. Sosu 10 dakika soğuk dinlendirin.",3,SUT,"vejetaryen,30-dakika-alti",Harissayı yoğurda azar azar ekleyin; acılık markaya göre değişir.,"Köz patlıcan, tavuk tagine veya çıtır patates yanında servis edin."
hasanpasa-koftesi,Hasanpaşa Köftesi,"Çanak köfte, patates püresi ve domates sosuyla hazırlanan fırın yemeği.",YEMEK,tr,MEDIUM,30,35,65,4,500,Dana kıyma 500 gr — Köfte için | Soğan 1 adet — Köfte için | Yumurta 1 adet — Köfte için | Galeta unu 3 yemek kaşığı — Köfte için | Tuz 1 çay kaşığı — Köfte için | Karabiber 0.5 çay kaşığı — Köfte için | Patates 3 adet — Püre için | Süt 0.5 su bardağı — Püre için | Tereyağı 1 yemek kaşığı — Püre için | Domates salçası 1 yemek kaşığı — Sos için | Su 1 su bardağı — Sos için,11,"1. Kıyma, rendelenmiş soğan, yumurta, galeta unu, tuz ve karabiberi 5 dakika yoğurun. || 2. Harçtan 4 büyük çanak köfte şekillendirin ve fırın kabına dizin. || 3. Köfteleri 190°C fırında 15 dakika ön pişirin. || 4. Haşlanmış patatesi süt ve tereyağıyla ezip püre yapın. || 5. Püreyi köftelerin içine paylaştırın, salçalı suyu kaba dökün ve 20 dakika pişirin.",5,"GLUTEN,SUT,YUMURTA","firinda,cocuk-dostu,misafir-sofrasi",Köfte çanaklarını fırına vermeden önce ortalarını derin açın; püre pişerken dışarı taşmaz.,Yanında mevsim salatası yeterli olur.
haside-tatlisi,Haside Tatlısı,"Haside tatlısı, kavrulmuş unun pekmezli şerbetle toparlandığı ve cevizle bitirilen eski usul bir Anadolu kaşığıdır.",TATLI,tr,EASY,10,15,25,6,232,Un 1 su bardağı | Tereyağı 90 gr | Üzüm pekmezi 0.75 su bardağı | Su 1.5 su bardağı | Ceviz 0.5 su bardağı,5,1. Unu tereyağında 8 dakika kokusu çıkana kadar kavurun. || 2. Pekmez ve suyu ayrı kapta çırpıp tavaya yavaşça ekleyin. || 3. Tatlıyı toparlanana kadar karıştırıp cevizle servis edin.,3,"GLUTEN,SUT,KUSUYEMIS","vejetaryen,misafir-sofrasi",Un kokusu tamamen gidene kadar kavurmak tatlının hamurumsu kalmasını önler.,Üzerine ceviz serperek ılık servis edin.
hasir-kunefe,Hasır Künefe,"Hatay künefe tepsilerinde kadayıf ince hasır gibi örülür, peynir eriyince uzayan bir katman verir.",TATLI,th,HARD,35,25,60,8,430,Tel kadayıf 500 gr | Künefe peyniri 350 gr | Tereyağı 180 gr | Şeker 500 gr | Antep fıstığı 80 gr,5,"1. Kadayıfı tereyağıyla harmanlayıp tepsiye bastırın. || 2. Peyniri yerleştirip üstünü kadayıfla kapatın. || 3. Ocakta çevirerek 25 dakika pişirin, sıcak şerbetle buluşturun.",3,"GLUTEN,SUT,KUSUYEMIS","misafir-sofrasi,vejetaryen",Kadayıfı tepsiye ince ve eşit bastırın; alt yüzey tek parça kızarır.,Antep fıstığı ve kaymakla servis edin.
hasselback-potatis,Hasselback Potatis,"İnce aralıklı kesilmiş patatesler fırında dışı çıtır, içi yumuşak kalarak başlı başına bir tabak haline gelir.",YEMEK,se,EASY,12,55,67,4,220,Büyük patates 4 adet | Tereyağı 40 gr | Zeytinyağı 1 yemek kaşığı | Dereotu 0.5 demet,4,1. Patateslere ince kesikler atıp yağlayın. || 2. 200°C fırında 55 dakika pişirin. || 3. Çıkınca tereyağı sürüp dereotu serpin.,3,SUT,"firinda,vejetaryen",Patatesi altına iki kaşık sapı koyup keserseniz bıçağı dibe kadar indirmezsiniz.,Üstüne dereotu ve yoğurtlu sos ekleyerek servis edin.
hatay-biberli-ekmek,Biberli Ekmek,"Hatay biberli ekmeği, acı biber salçası ve çökelekli harcın ince hamur üzerinde kısa sürede piştiği bölgesel bir hamur işidir.",YEMEK,tr,MEDIUM,30,15,45,6,284,Un 500 gr — Hamur için | Su 280 ml — Hamur için | Biber salçası 3 yemek kaşığı — Harç için | Çökelek 200 gr — Harç için | Soğan 1 adet — Harç için | Maydanoz 0.5 demet — Harç için,6,"1. Un ve suyla hamur yoğurup 20 dakika dinlendirin. || 2. Biber salçası, çökelek, soğan ve maydanozu karıştırın. || 3. Hamuru ince açıp harcı sürün ve 230°C fırında 10 dakika pişirin.",3,"GLUTEN,SUT","misafir-sofrasi,vejetaryen",Harcı kalın sürmeyin; kenarlar kabarırken orta kısım ağır kalmaz.,Yanına maydanoz yaprakları koyarak sıcak servis edin.
hatay-kagit-kebabi,Kağıt Kebabı,"Hatay işi kağıt kebabı, kuşbaşı et ve sebzelerin yağlı kâğıtta kendi suyunda pişmesiyle yumuşak kalan fırın yemeğidir.",YEMEK,tr,MEDIUM,20,50,70,4,320,Dana kuşbaşı 600 gr | Soğan 1 adet | Domates 2 adet | Yeşil biber 3 adet | Tuz 1 çay kaşığı,5,"1. Et, soğan, domates, biber ve tuzu karıştırın. || 2. Karışımı yağlı kâğıda koyup paketi kapatın. || 3. Paketi 200°C fırında 45 dakika pişirin.",3,,"misafir-sofrasi,firinda",Paketi sıkı kapatın; çıkan buhar etin liflerini yumuşatır.,Yanında domates ve biberlerle paketini açarak servis edin.
hatay-kaytaz-boregi,Hatay Kaytaz Böreği,"Hatay kaytaz böreği, küçük mayalı hamurların nar ekşili kıymalı harçla fırınlandığı baharatlı bir tepsidir.",YEMEK,tr,MEDIUM,55,25,80,8,360,Un 500 gr — Hamur için | Maya 10 gr — Hamur için | Dana kıyma 400 gr — İç için | Nar ekşisi 2 yemek kaşığı — İç için,4,"1. Mayalı hamuru yoğurup 35 dakika dinlendirin. || 2. Kıyma, soğan ve nar ekşisiyle iç hazırlayın. || 3. Hamurları içle kaplayıp 200°C fırında 25 dakika pişirin.",3,GLUTEN,misafir-sofrasi,Kıymalı harcı hamurun üzerine bastırarak yayın; pişerken harç ayrılmaz.,Sumaklı soğan ve ayranla sıcak servis edin.
hatay-oruk,Oruk,"Hatay oruğu, içli köftenin elde şekillenen ve kızartılan, ince bulgurlu dış katlı akrabasıdır.",APERATIF,tr,HARD,40,20,60,8,292,İnce bulgur 2 su bardağı — Dış kat için | Dana kıyma 300 gr — Dış kat için | Soğan 2 adet — İç için | Ceviz 0.75 su bardağı — İç için | Tuz 1 çay kaşığı — Dış kat için | Ayçiçek yağı 2 su bardağı — Kızartma için | Limon 1 adet — Servis için,7,"1. Soğan ve cevizi tavada çevirerek iç harcı hazırlayın. || 2. Bulgur, kıyma ve tuzla dış katı yoğurup iç harcı sarın. || 3. Orukları 6 dakika kızartıp limonla servis edin.",3,"GLUTEN,KUSUYEMIS",misafir-sofrasi,Dış katı avuçta inceltirken parmağınızı ıslatın; çatlamadan şekil alır.,Yanına limon dilimleri koyarak sıcak servis edin.
hatay-tepsi-kebabi,Hatay Tepsi Kebabı,"Hatay tepsi kebabı, biber ve sarımsakla yoğrulan kıymanın tepsiye bastırılıp fırında pişirildiği yoğun aromalı bir kebaptır.",YEMEK,tr,EASY,20,25,45,6,332,Dana kıyma 700 gr | Kapya biber 2 adet | Sarımsak 4 diş | Tuz 1 çay kaşığı | Maydanoz 0.5 demet | Limon 1 adet,6,"1. Kıyma, biber, sarımsak ve tuzu yoğurup tepsiye bastırın. || 2. Kebabı 220°C fırında 20 dakika pişirin. || 3. Dilimleyip maydanoz ve limonla sıcak servis edin.",3,,"misafir-sofrasi,yuksek-protein",Harcı tepsiye ince bastırın; kalın bırakılırsa yağ salıp çatlar.,Yanına maydanoz ve limon dilimleri koyarak servis edin.
havuc-zencefil-corbasi,Havuç Zencefil Çorbası,"Havuç, taze zencefil ve portakal suyuyla hazırlanan kadifemsi çorba.",CORBA,tr,EASY,10,25,35,4,130,Havuç 6 adet | Soğan 1 adet | Taze zencefil 20 gr | Sebze suyu 4 su bardağı | Portakal suyu 0.5 su bardağı | Zeytinyağı 2 yemek kaşığı,6,1. Soğan ve havucu zeytinyağında 5 dakika kavurun. || 2. Zencefil ve sebze suyunu ekleyip 20 dakika pişirin. || 3. Çorbayı blenderdan geçirip portakal suyuyla karıştırın.,3,,"vegan,dusuk-kalorili,vejetaryen",Zencefili ince rendeleyin; lifli parçalar çorbada kalmaz.,Üzerine kabak çekirdeği serpin.
haydari,Haydari,"Süzme yoğurt, sarımsak ve nane ile yapılan meşhur Türk mezesi.",SOS,tr,EASY,10,0,10,4,80,Süzme yoğurt 400 gr | Beyaz peynir 80 gr | Sarımsak 2 diş | Kuru nane 1 tatlı kaşığı | Zeytinyağı 1 yemek kaşığı,5,"1. Süzme yoğurdu kâseye alın. || 2. Beyaz peyniri ufalayıp ekleyin, sarımsağı ezin. || 3. Nane ve zeytinyağını ekleyip pürüzsüz kıvam alana kadar karıştırın.",3,SUT,"vejetaryen,30-dakika-alti,pratik,dusuk-kalorili",,Ekmek veya pide ile.
hellimli-salata,Hellimli Salata,"Izgara hellim, yeşillik ve nar ekşili sosla hazırlanan doyurucu salata.",SALATA,tr,EASY,15,6,21,2,360,Hellim peyniri 200 gr | Akdeniz yeşilliği 1 paket | Salatalık 1 adet | Cherry domates 10 adet | Nar ekşisi 2 yemek kaşığı | Zeytinyağı 2 yemek kaşığı,6,"1. Hellimi dilimleyip sıcak tavada her yüzünü 2-3 dakika kızartın. || 2. Yeşillik, salatalık ve domatesi servis tabağına alın. || 3. Hellimi ekleyip nar ekşisi ve zeytinyağıyla servis edin.",3,SUT,"vejetaryen,30-dakika-alti",Hellimi tavaya koymadan önce kurulayın; yüzeyi daha hızlı kızarır.,Hafif öğle yemeği olarak servis edin.
hibiscus-iced-tea,Hibiscus Iced Tea,"Hibiscus iced tea, ekşi aromasıyla koyu renkli ve ferah bir soğuk çaydır.",ICECEK,us,EASY,10,8,18,4,70,Kuru hibiskus 25 gr | Su 1 litre | Bal 3 yemek kaşığı | Portakal 1 adet,4,1. Hibiskusu suda 8 dakika kaynatın. || 2. Çayı süzüp balı içinde eritin. || 3. Soğutup portakal dilimleriyle servis edin.,3,,"alkolsuz,yaz-tarifi,vejetaryen",Hibiskusu 8 dakikadan uzun kaynatmayın; tat metalikleşir.,"Buz, portakal dilimi ve taze nane ile servis edin."
hibiskus-serbeti,Hibiskus Şerbeti,Hibiskus çiçeği ve limonla hazırlanan ekşi tatlı kırmızı şerbet.,ICECEK,tr,EASY,5,15,20,6,65,Kuru hibiskus 0.5 su bardağı | Su 1.5 litre | Şeker 0.75 su bardağı | Limon suyu 3 yemek kaşığı | Karanfil 3 adet | Portakal kabuğu 1 tatlı kaşığı,6,"1. Su, şeker, karanfil ve portakal kabuğunu 5 dakika kaynatın. || 2. Hibiskusu ekleyip ocağı kapatın ve 10 dakika demleyin. || 3. Şerbeti süzüp limon suyunu ekleyin ve soğutun.",3,,"vegan,alkolsuz,yaz-tarifi,vejetaryen",Hibiskusu uzun süre kaynatmayın; 10 dakika demleme canlı rengi korur.,Buz ve portakal dilimiyle servis edin.
hiyayakko,Hiyayakko,"Japon yaz sofralarında soğuk tofu, üstüne gelen soya sosu ve taze aromalarla birkaç dakikada aperatife dönüşür.",APERATIF,jp,EASY,8,0,8,2,120,İpek tofu 300 gr | Soya sosu 1 yemek kaşığı | Taze soğan 1 dal | Zencefil 1 çay kaşığı,4,1. Tofuyu süzüp servis tabağına alın. || 2. Üzerine soya sosunu gezdirin. || 3. İnce doğranmış taze soğan ve rendelenmiş zencefille servis edin.,3,SOYA,"pratik,30-dakika-alti,vejetaryen,vegan",Tofuyu kâğıt havluyla 5 dakika bekletirseniz üst malzemeler suyla seyrelmez.,Üzerine taze zencefil rendesi ekleyip küçük tabaklarda servis edin.
hobakjuk,Hobakjuk,"Kore balkabağı lapası hobakjuk, pirinç unu ile koyulaşan yumuşak ve hafif tatlı bir kasedir.",TATLI,kr,EASY,15,35,50,4,210,Balkabağı 700 gr | Pirinç unu 3 yemek kaşığı | Şeker 2 yemek kaşığı | Tuz 1 çay kaşığı,4,1. Balkabağını 25 dakika haşlayıp ezin. || 2. Pirinç ununu suyla açıp tencereye ekleyin. || 3. Karışımı 10 dakika pişirin.,3,,"vegan,vejetaryen",,
hojicha-latte,Hojicha Latte,Japon kavrulmuş yeşil çayının fındıksı kokusu sütle birleşince yumuşak bir latteye dönüşür.,ICECEK,jp,EASY,5,5,10,2,130,Hojicha tozu 2 tatlı kaşığı | Su 80 ml | Süt 400 ml | Bal 1 yemek kaşığı,4,"1. Hojicha tozunu sıcak suyla çırpın. || 2. Sütü ısıtıp köpürtün. || 3. Hojicha, süt ve balı fincanda birleştirin.",3,SUT,"alkolsuz,30-dakika-alti,vejetaryen",Hojicha tozunu önce sıcak suyla açın; süt eklenince pütür kalmaz.,Seramik fincanda sıcak servis edin.
hollandez-sos,Hollandez Sos,"Yumurta sarısı, tereyağı ve limonla hazırlanan klasik Fransız sosu.",SOS,fr,MEDIUM,10,10,20,4,310,Yumurta sarısı 3 adet | Tereyağı 150 gr | Limon suyu 1 yemek kaşığı | Su 1 yemek kaşığı | Tuz 0.25 çay kaşığı,5,"1. Tereyağını eritip süt tortusunu dibe çökertin. || 2. Yumurta sarısı, su ve limon suyunu benmari üzerinde 3 dakika çırpın. || 3. Eritilmiş tereyağını ince akıtarak ekleyin ve sos koyulaşınca tuzlayın.",3,"SUT,YUMURTA","vejetaryen,misafir-sofrasi",Tereyağını ince akıtarak ekleyin; hızlı eklerseniz sos kesilebilir.,Poşe yumurta veya buharda kuşkonmazla servis edin.
hoppin-john,Hoppin John,"Güney ABD'nin hoppin john tabağı, börülce ve pirinci tütsülü aromayla bir araya getiren bereketli bir kap yemeğidir.",YEMEK,us,MEDIUM,15,35,50,5,300,Haşlanmış börülce 500 gr | Pirinç 1.5 su bardağı | Dana sucuk 120 gr | Soğan 1 adet,4,1. Sucuğu ve soğanı tencerede 5 dakika kavurun. || 2. Börülce ve pirinci ekleyip suyla birlikte pişirin. || 3. Kapağı kapalı şekilde 18 dakika dinlendirin.,3,,tek-tencere,Pirinci en son ekleyin; börülce fazla pişmiş olsa da tane tane sonuç alırsınız.,Üzerine taze soğan serpip sıcak servis edin.
horchata,Horchata,"Meksika sofralarının tarçınlı pirinç içeceği, soğuk ve süt beyazı dokusuyla acı yemekleri dengeler.",ICECEK,mx,EASY,15,0,15,6,170,Pirinç 1 su bardağı | Su 5 su bardağı | Tarçın çubuğu 1 adet | Şeker 0.5 su bardağı | Vanilya 1 çay kaşığı,5,"1. Pirinç, su ve tarçını 6 saat bekletin. || 2. Karışımı blenderdan geçirip süzün. || 3. Şeker ve vanilyayı ekleyip soğutun.",3,,"vegan,alkolsuz,yaz-tarifi,vejetaryen",Pirinci tarçınla 6 saat bekletin; blender daha pürüzsüz sonuç verir.,Buz ve tarçınla servis edin.
horchata-de-chufa,Horchata de Chufa,"Valensiya'nın chufa ile hazırlanan serin içeceği, süt kullanmadan bademsi bir lezzet verir.",ICECEK,es,EASY,15,0,15,4,170,Tiger nut 200 gr | Su 1 litre | Şeker 4 yemek kaşığı | Tarçın 1 çubuk,4,"1. Tiger nutları bir gece suda bekletip süzün. || 2. Tiger nut, su ve şekeri blenderda 1 dakika çekin. || 3. Karışımı ince süzüp tarçınla soğuk servis edin.",3,,"vegan,yaz-tarifi,alkolsuz,vejetaryen",Tiger nutları bir gece suda bekletmek içeceğin dokusunu belirgin biçimde yumuşatır.,Buzdolabında 1 saat soğutup uzun bardakta tarçınla servis edin.
horiatiki-salatasi,Horiatiki Salatası,"Ege adalarının domates, salatalık, zeytin ve feta ile hazırlanan yalın köy salatası.",SALATA,gr,EASY,15,0,15,4,190,Domates 4 adet | Salatalık 2 adet | Kırmızı soğan 1 adet | Feta peyniri 150 gr | Siyah zeytin 0.5 su bardağı,5,1. Sebzeleri iri doğrayın. || 2. Zeytin ve feta peyniriyle geniş kasede birleştirin. || 3. Zeytinyağı ve kekik ekleyip servis edin.,3,SUT,"vejetaryen,yaz-tarifi,pratik",Fetayı ufalamadan iri parça bırakın; salatanın tuz dengesini korur.,Zeytinyağı ve kuru kekikle servis edin.
hortobagyi-palacsinta,Hortobágyi Palacsinta,"Hortobágyi palacsinta, etli harçla doldurulan kreplerin paprikalı sosla fırınlandığı Macar yemeğidir.",YEMEK,hu,HARD,60,45,105,6,520,Un 200 gr — Krep için | Süt 400 ml — Krep için | Dana eti 600 gr | Tatlı paprika 2 tatlı kaşığı,4,1. İnce krepler pişirin. || 2. Etli paprikalı içi 35 dakika pişirin. || 3. Krepleri doldurup sosla 10 dakika fırınlayın.,3,"GLUTEN,SUT",misafir-sofrasi,Etli içi çok sulu bırakmayın; krep sararken yırtılır.,Üzerine ekşi krema gezdirerek sıcak servis edin.
hosmerim,Höşmerim,"Balıkesir'in peynirli tatlısı, taze peynir, irmik ve yumurtayla parlak sarı kıvam alır.",TATLI,th,MEDIUM,15,25,40,6,340,Taze tuzsuz peynir 500 gr | İrmik 0.5 su bardağı | Yumurta sarısı 2 adet | Şeker 1 su bardağı | Süt 0.5 su bardağı,5,"1. Peyniri tencerede 8 dakika eritin. || 2. İrmik, şeker ve sütü ekleyin. || 3. Yumurta sarısını karıştırıp 15 dakika pişirin.",3,"SUT,GLUTEN,YUMURTA",vejetaryen,Peyniri düşük ateşte eritin; yüksek ısıda taneli kalır.,Ilık veya soğuk servis edin.
hotteok,Hotteok,"Kore kış pazarlarında elde yenen, içinden tarçınlı şeker ve ceviz akan mayalı tava tatlısı.",TATLI,kr,MEDIUM,45,15,60,8,290,Un 300 gr — Hamur için | Maya 7 gr — Hamur için | Su 220 ml — Hamur için | Esmer şeker 120 gr — İç için | Ceviz 80 gr — İç için,5,"1. Un, maya ve suyu yoğurup 35 dakika mayalandırın. || 2. Hamuru 8 parçaya ayırın, şeker ve cevizle doldurup kapatın. || 3. Yağlı tavada her iki yüzünü 3 dakika pişirin.",3,"GLUTEN,KUSUYEMIS","vejetaryen,kis-tarifi,vegan",Hamuru kapatırken kenarları parmak uçlarıyla bastırın; iç harç tavaya akmaz.,Tavadan çıktıktan 5 dakika sonra servis edin.
huevos-motulenos,Huevos Motuleños,"Yucatán sabahlarının huevos motuleños tabağı, tortilla üstünde yumurta, fasulye ve salsa ile cömert görünür.",KAHVALTI,mx,MEDIUM,20,15,35,4,390,Mısır tortilla 4 adet | Yumurta 4 adet | Refried beans 250 gr | Domates salsa 200 ml,4,1. Tortillaları tavada 2 dakika ısıtın. || 2. Üzerlerine fasulye sürüp yumurtaları pişirin. || 3. Salsa ekleyip hemen servis edin.,3,YUMURTA,vejetaryen,Tortillayı kısa süre kızartın; gevrek kalsın ama kırılacak kadar sertleşmesin.,Üzerine avokado ve taze kişniş ekleyin.
humus,Humus,"Nohut ezmesi ile yapılan, tahini, limon ve zeytinyağı ile servis edilen Ortadoğu lezzeti.",APERATIF,me,EASY,10,0,10,4,170,Haşlanmış nohut 400 gr | Tahin 3 yemek kaşığı | Limon suyu 2 yemek kaşığı | Sarımsak 1 diş | Zeytinyağı | Tuz | Kimyon | Pul biber 0.5 çay kaşığı,8,"1. Tüm malzemeleri blender'a koyun. || 2. Pürüzsüz olana kadar çekin. Gerekirse su ekleyin. || 3. Tabağa alın, zeytinyağı ve pul biber ile süsleyin.",3,SUSAM,"pratik,vegan,30-dakika-alti,vejetaryen",,
hunkar-begendi,Hünkar Beğendi,Osmanlı saray mutfağının en zarif yemeği. Közlenmiş patlıcan püresi üzerine kuşbaşı et sosu.,YEMEK,tr,MEDIUM,20,50,70,4,420,Kuşbaşı kuzu eti 500 gr — Et sosu için | Patlıcan 4 adet — Beğendi için | Soğan 2 adet — Et sosu için | Domates 2 adet — Et sosu için | Tereyağı 50 gr — Beğendi için | Un 2 yemek kaşığı — Beğendi için | Süt 200 ml — Beğendi için | Kaşar peyniri 50 gr — Beğendi için,8,"1. Kuşbaşı eti soğanla birlikte kavurun. Domates ekleyip kısık ateşte 40 dk pişirin. || 2. Patlıcanları közleyin veya fırında pişirin. Kabuklarını soyun, ezin. || 3. Tereyağında unu kavurun, sütü ekleyip beşamel yapın. || 4. Ezilmiş patlıcanları beşamele ekleyin, kaşar rendeleyin, karıştırın. || 5. Patlıcan beğendisini tabağa yayın, üzerine et sosunu koyun.",5,"GLUTEN,SUT",misafir-sofrasi,"Patlıcanları közlerken çok yumuşamasını bekleyin, beğendi için önemli.",
hurmali-fistik-ezmeli-smoothie,Hurmalı Fıstık Ezmeli Smoothie,"Hurmalı fıstık ezmeli smoothie, tatlılık için hurmaya yaslanan ve ara öğünde uzun süre tok tutan koyu kıvamlı bir içecektir.",ICECEK,us,EASY,8,0,8,2,288,Hurma 4 adet | Fıstık ezmesi 2 yemek kaşığı | Süt 300 ml | Muz 1 adet,4,1. Hurmaların çekirdeklerini çıkarın. || 2. Tüm malzemeyi blendera alın. || 3. Karışımı 45 saniye çekip bekletmeden servis edin.,3,"YER_FISTIGI,SUT","alkolsuz,yuksek-protein,vejetaryen",Hurmaları 5 dakika ılık suda bekletmek blenderın yükünü azaltır.,Bardağın üstüne ince hurma parçaları koyarak servis edin.
